temperature,oil_temperature,oil_pressure,voltage,current,vibration,load,power_factor,frequency,temp_oil_delta,apparent_power_ratio,temp_rate_of_change,vib_rate_of_change,rolling_temp_std,rolling_current_std,failure_label,failure_mode,is_failure
58.67,52.21,17.1,396.48,36.06,11.05,68.81,0.951,50.13,6.46,0.715,0.0169,0.5194,0.853,2.222,2,MECHANICAL_FAULT,1
69.01,61.17,25.68,397.37,44.36,1.95,74.16,0.971,49.97,7.84,0.881,-0.0296,-0.018,0.721,1.952,0,NORMAL,0
66.07,60.47,20.88,405.59,42.62,1.04,72.25,0.934,50.06,5.6,0.864,-0.027,0.0026,0.918,1.882,0,NORMAL,0
58.06,51.61,24.22,396.77,30.42,0.85,49.93,0.95,50.01,6.45,0.604,-0.0284,0.0122,0.842,0.89,0,NORMAL,0
61.54,53.19,25.61,405.8,36.06,1.66,63.32,0.951,49.99,8.35,0.732,-0.0228,0.0133,0.538,1.715,0,NORMAL,0
109.74,91.03,31.01,387.93,84.56,2.2,126.37,0.9,49.85,18.71,1.64,0.2395,0.0934,2.77,5.252,1,THERMAL_OVERLOAD,1
63.8,55.01,23.95,396.23,44.78,1.69,74.07,0.964,49.99,8.8,0.887,-0.0118,0.0245,0.286,1.33,0,NORMAL,0
65.69,56.26,26.52,396.44,40.05,1.12,66.87,0.979,50.0,9.43,0.794,-0.0014,-0.02,0.881,1.851,0,NORMAL,0
89.09,81.23,8.04,398.22,35.14,2.71,68.13,0.821,49.88,7.86,0.7,0.3409,0.064,3.676,4.351,3,DIELECTRIC_FAULT,1
90.72,104.32,33.14,398.15,85.99,2.06,133.11,0.9,49.8,-13.6,1.712,0.5182,0.0207,3.78,4.086,1,THERMAL_OVERLOAD,1
63.08,55.49,24.68,397.36,37.72,1.7,65.58,0.971,49.91,7.59,0.749,-0.0158,0.0056,1.137,1.603,0,NORMAL,0
70.67,61.68,24.33,399.97,43.48,10.74,82.93,0.945,50.12,9.0,0.87,0.0312,0.3893,1.073,2.669,2,MECHANICAL_FAULT,1
66.04,59.08,22.0,397.25,45.51,0.81,75.88,0.945,50.0,6.96,0.904,-0.0726,-0.0104,0.335,1.37,0,NORMAL,0
65.13,55.75,25.65,397.91,38.22,2.13,61.67,0.959,49.99,9.37,0.76,-0.0245,0.0418,0.493,0.993,0,NORMAL,0
63.04,57.29,26.63,403.85,36.23,1.3,60.03,0.956,50.1,5.76,0.732,0.0093,0.0134,0.979,1.515,0,NORMAL,0
98.68,84.36,22.4,398.65,69.03,2.01,108.32,0.908,49.89,14.31,1.376,0.2021,0.0188,5.26,6.285,1,THERMAL_OVERLOAD,1
80.11,79.76,46.22,396.87,48.61,2.49,85.01,0.819,49.25,0.35,0.965,0.158,0.0064,3.894,4.883,3,DIELECTRIC_FAULT,1
65.74,59.25,29.78,403.0,43.32,0.86,68.04,0.973,50.01,6.5,0.873,0.0308,-0.0225,0.465,1.549,0,NORMAL,0
65.6,59.75,25.26,397.46,36.44,2.2,65.17,0.934,50.01,5.85,0.724,-0.0147,-0.0096,0.486,1.691,0,NORMAL,0
66.32,57.37,23.36,397.5,43.4,0.88,67.32,0.947,50.0,8.95,0.863,0.0209,0.0191,0.989,1.276,0,NORMAL,0
113.64,97.07,26.43,393.45,66.44,2.32,106.8,0.91,49.89,16.56,1.307,0.4794,0.0567,6.265,3.543,1,THERMAL_OVERLOAD,1
117.18,117.28,56.81,356.06,93.22,11.9,148.9,0.665,48.26,-0.1,1.66,0.6173,0.807,11.308,11.275,4,CRITICAL_FAILURE,1
62.06,53.91,22.62,400.7,39.36,1.8,65.01,0.942,50.03,8.15,0.788,0.0348,-0.0164,0.85,1.774,0,NORMAL,0
73.39,66.18,29.7,404.82,37.06,10.68,69.07,0.942,50.02,7.21,0.75,-0.0759,0.5682,1.425,2.567,2,MECHANICAL_FAULT,1
59.86,53.46,24.55,393.51,38.78,2.0,62.97,0.975,50.03,6.4,0.763,-0.0899,-0.0006,0.961,1.562,0,NORMAL,0
66.99,57.48,26.03,401.91,38.48,2.15,65.73,0.946,49.95,9.51,0.773,0.0049,-0.0095,0.577,0.805,0,NORMAL,0
63.65,55.29,25.6,399.27,37.79,1.54,65.36,0.949,50.07,8.36,0.754,0.0167,-0.0001,1.147,1.941,0,NORMAL,0
95.47,104.61,39.92,401.53,66.12,3.69,102.86,0.881,49.71,-9.14,1.328,0.768,-0.0314,3.558,6.994,1,THERMAL_OVERLOAD,1
60.97,51.71,26.44,398.77,33.63,1.34,58.46,0.975,50.14,9.27,0.671,0.0569,-0.0063,0.983,0.555,0,NORMAL,0
63.44,53.59,26.02,399.34,34.23,2.17,56.25,0.933,50.02,9.85,0.684,0.0322,-0.0176,0.85,1.974,0,NORMAL,0
95.33,89.22,31.23,393.09,76.12,3.77,115.5,0.893,49.93,6.11,1.496,0.7883,-0.0357,4.409,4.477,1,THERMAL_OVERLOAD,1
68.42,59.7,22.55,399.35,33.14,9.92,65.05,0.939,49.97,8.71,0.662,-0.034,0.1217,1.967,2.509,2,MECHANICAL_FAULT,1
66.6,60.95,22.64,401.23,45.1,1.62,76.86,0.947,49.97,5.66,0.905,0.0381,-0.0065,1.088,0.867,0,NORMAL,0
131.95,101.12,57.48,347.21,104.15,8.64,137.22,0.726,48.84,30.82,1.808,1.641,0.78,6.308,10.033,4,CRITICAL_FAILURE,1
60.37,50.67,23.8,406.06,27.75,0.92,47.6,0.967,50.01,9.7,0.563,-0.0081,-0.0291,1.177,1.73,0,NORMAL,0
61.13,53.35,26.97,401.32,39.67,1.25,66.68,0.934,49.97,7.78,0.796,-0.0121,-0.0262,1.108,1.124,0,NORMAL,0
78.36,84.72,7.41,386.22,30.97,2.84,56.79,0.694,49.57,-6.36,0.598,0.3229,0.1645,2.185,2.199,3,DIELECTRIC_FAULT,1
62.12,56.82,28.09,397.69,47.6,8.36,84.8,0.922,49.98,5.3,0.947,0.0798,0.369,1.019,2.875,2,MECHANICAL_FAULT,1
62.53,56.4,27.01,402.55,33.49,1.26,56.3,0.95,49.93,6.13,0.674,-0.0262,-0.0255,0.879,1.884,0,NORMAL,0
59.54,51.86,24.95,405.26,27.87,0.97,47.22,0.931,50.06,7.69,0.565,0.0325,-0.0215,0.99,0.944,0,NORMAL,0
61.76,56.17,25.73,401.92,30.02,0.91,46.55,0.966,50.0,5.59,0.603,0.0389,-0.0034,0.399,1.212,0,NORMAL,0
59.89,52.93,25.16,405.19,31.85,1.38,53.27,0.976,49.98,6.97,0.645,0.056,-0.0001,0.419,1.641,0,NORMAL,0
115.05,98.3,38.23,408.42,71.38,3.86,119.45,0.909,49.9,16.75,1.458,0.6014,0.0414,2.83,5.447,1,THERMAL_OVERLOAD,1
61.74,53.04,23.09,405.2,28.85,2.11,46.75,0.948,50.04,8.69,0.584,0.0486,0.0198,0.203,0.923,0,NORMAL,0
108.29,88.85,26.95,392.82,78.42,3.02,118.37,0.895,49.88,19.44,1.54,0.6625,-0.0138,3.355,6.018,1,THERMAL_OVERLOAD,1
61.43,54.18,22.52,399.41,35.59,1.74,59.88,0.949,49.96,7.25,0.711,0.0377,0.0118,0.961,1.063,0,NORMAL,0
66.29,56.31,24.73,388.06,47.66,1.39,77.61,0.935,50.06,9.97,0.925,0.0324,-0.0162,0.963,0.842,0,NORMAL,0
61.83,57.05,23.95,398.87,32.18,2.04,50.92,0.965,50.04,4.78,0.642,-0.0348,0.0286,0.259,1.745,0,NORMAL,0
78.05,90.62,53.63,379.05,46.97,3.1,82.86,0.745,50.0,-12.58,0.89,0.1976,0.0694,2.688,3.926,3,DIELECTRIC_FAULT,1
133.79,115.41,57.69,355.9,97.78,15.02,124.92,0.713,48.9,18.39,1.74,1.8404,0.6832,10.492,7.863,4,CRITICAL_FAILURE,1
59.31,49.99,26.23,394.76,31.02,0.87,47.16,0.961,50.07,9.32,0.612,-0.0308,0.0408,0.858,1.787,0,NORMAL,0
66.6,60.36,27.47,399.45,45.5,2.0,73.56,0.937,50.07,6.24,0.909,-0.0265,-0.0031,0.59,0.523,0,NORMAL,0
59.14,50.32,21.42,400.33,31.66,0.93,49.88,0.973,49.99,8.83,0.634,-0.0049,0.0055,0.414,1.902,0,NORMAL,0
61.78,55.25,24.08,400.01,41.06,1.07,69.08,0.94,49.95,6.53,0.821,-0.0014,-0.0273,0.998,1.353,0,NORMAL,0
114.62,99.9,29.43,392.27,62.43,3.27,97.46,0.932,49.82,14.72,1.224,0.3717,0.0694,5.583,6.566,1,THERMAL_OVERLOAD,1
61.35,54.59,23.69,396.94,41.28,6.09,73.58,0.947,49.95,6.76,0.819,0.1542,0.3186,1.053,1.188,2,MECHANICAL_FAULT,1
72.88,84.34,10.4,355.64,37.49,2.74,67.14,0.774,49.62,-11.46,0.667,0.1648,-0.0077,3.144,4.859,3,DIELECTRIC_FAULT,1
63.04,54.93,28.19,396.84,36.88,1.48,60.17,0.937,50.0,8.11,0.732,-0.0314,0.0095,1.072,1.42,0,NORMAL,0
66.45,57.02,24.11,406.2,41.88,2.19,68.47,0.938,49.97,9.43,0.851,0.0291,0.019,0.883,0.841,0,NORMAL,0
106.55,111.14,53.26,337.17,105.6,12.27,135.92,0.773,48.26,-4.59,1.78,1.9102,0.4694,9.575,9.089,4,CRITICAL_FAILURE,1
62.74,55.3,26.73,401.61,25.83,0.8,47.36,0.947,49.97,7.43,0.519,0.0203,0.0053,0.435,1.312,0,NORMAL,0
68.48,64.21,24.03,397.42,35.03,0.97,62.62,0.958,50.06,4.26,0.696,-0.026,0.0194,0.892,1.145,0,NORMAL,0
68.64,62.05,27.05,400.35,40.04,2.06,67.36,0.946,50.01,6.58,0.801,-0.0149,-0.0108,0.661,1.792,0,NORMAL,0
67.72,62.68,25.44,397.57,44.3,1.39,72.44,0.972,50.06,5.03,0.881,-0.0214,0.0186,0.73,1.765,0,NORMAL,0
65.8,56.61,25.74,401.93,37.32,1.44,61.56,0.954,50.02,9.19,0.75,-0.0028,-0.0103,1.063,1.221,0,NORMAL,0
104.69,86.37,28.52,396.85,75.27,3.16,116.18,0.916,50.06,18.32,1.494,0.6476,0.0276,4.208,4.129,1,THERMAL_OVERLOAD,1
63.45,55.69,25.5,398.87,43.0,1.06,68.19,0.956,50.05,7.77,0.858,0.0025,-0.0354,0.431,1.811,0,NORMAL,0
66.42,61.47,24.06,399.5,44.63,1.0,77.14,0.954,49.92,4.95,0.891,0.0048,0.0054,1.042,1.707,0,NORMAL,0
130.71,102.87,58.97,355.9,109.47,14.34,154.02,0.701,49.01,27.83,1.948,1.5432,0.6276,9.799,11.292,4,CRITICAL_FAILURE,1
65.05,59.58,25.86,400.2,44.93,1.74,71.96,0.979,49.93,5.47,0.899,-0.018,-0.0056,0.897,0.551,0,NORMAL,0
61.0,53.02,26.46,399.48,28.63,2.12,49.53,0.946,50.03,7.97,0.572,0.0309,0.0174,0.878,0.878,0,NORMAL,0
63.72,55.85,26.42,403.01,34.67,1.9,61.96,0.94,49.99,7.87,0.699,0.0116,-0.0162,0.76,1.685,0,NORMAL,0
64.1,56.43,27.59,398.97,34.68,1.53,56.74,0.956,50.04,7.67,0.692,0.0429,0.0185,0.547,0.996,0,NORMAL,0
61.6,56.35,27.6,399.81,33.45,1.52,51.55,0.962,49.92,5.25,0.669,-0.0246,0.007,0.515,1.623,0,NORMAL,0
60.3,51.15,24.27,401.8,31.16,1.5,52.63,0.964,50.04,9.15,0.626,-0.0237,-0.0156,0.611,0.815,0,NORMAL,0
62.02,53.57,24.24,401.96,36.04,0.82,61.14,0.943,50.05,8.45,0.724,0.0572,-0.0063,0.582,1.304,0,NORMAL,0
64.74,58.4,23.99,398.22,39.23,1.97,65.11,0.977,49.94,6.34,0.781,-0.0705,-0.026,1.127,1.149,0,NORMAL,0
62.96,55.19,26.0,405.33,38.24,2.04,60.76,0.95,50.04,7.77,0.775,-0.0013,0.0278,1.136,1.357,0,NORMAL,0
61.34,54.98,25.25,400.19,28.7,1.25,51.54,0.939,50.06,6.36,0.574,-0.0621,0.0284,0.862,0.647,0,NORMAL,0
68.84,62.99,25.83,400.07,42.45,1.08,73.04,0.959,50.0,5.85,0.849,-0.0233,0.0207,1.186,1.251,0,NORMAL,0
62.61,55.07,25.44,402.69,33.28,2.06,55.68,0.955,49.97,7.54,0.67,0.0079,-0.0001,0.836,1.709,0,NORMAL,0
65.19,57.15,23.37,402.08,42.95,1.97,76.12,0.968,49.94,8.03,0.863,0.012,-0.0403,0.262,0.813,0,NORMAL,0
64.46,60.21,25.78,406.99,34.94,2.09,58.29,0.947,50.02,4.24,0.711,0.0076,0.0399,0.486,0.875,0,NORMAL,0
75.04,84.69,48.27,394.92,55.79,1.81,88.73,0.744,49.9,-9.65,1.102,0.1947,0.0482,3.184,3.741,3,DIELECTRIC_FAULT,1
66.73,58.44,24.05,395.06,43.47,1.29,68.07,0.967,49.98,8.3,0.859,-0.0568,0.0628,0.501,1.501,0,NORMAL,0
108.41,119.01,50.14,330.72,119.96,12.16,150.46,0.63,49.01,-10.59,1.984,0.7448,0.4685,8.533,8.144,4,CRITICAL_FAILURE,1
77.94,82.65,46.54,373.41,41.76,3.35,88.19,0.732,50.13,-4.71,0.78,0.2009,0.0726,2.822,2.837,3,DIELECTRIC_FAULT,1
60.5,55.68,24.36,396.97,33.87,1.38,54.26,0.959,49.98,4.81,0.672,-0.0253,-0.0084,1.14,1.272,0,NORMAL,0
65.13,59.98,27.68,399.61,42.34,1.48,72.85,0.976,50.02,5.14,0.846,-0.0085,-0.0212,1.048,1.954,0,NORMAL,0
96.57,82.06,35.06,387.09,73.79,2.16,113.86,0.891,49.78,14.51,1.428,0.2369,0.0494,4.965,5.607,1,THERMAL_OVERLOAD,1
59.44,52.75,23.84,395.89,32.67,1.25,56.1,0.967,50.0,6.69,0.647,0.0134,0.004,0.357,1.536,0,NORMAL,0
79.52,76.96,50.81,345.87,29.38,2.49,55.13,0.803,49.59,2.56,0.508,0.3208,-0.0463,3.196,2.625,3,DIELECTRIC_FAULT,1
59.95,55.74,25.97,392.43,29.74,1.57,50.57,0.948,49.9,4.21,0.584,0.0152,-0.0011,0.577,0.887,0,NORMAL,0
99.61,82.67,32.87,401.6,72.54,2.1,110.93,0.92,49.93,16.95,1.457,0.4436,-0.0053,4.752,6.205,1,THERMAL_OVERLOAD,1
131.2,101.54,48.99,331.01,106.22,14.93,120.99,0.68,48.3,29.66,1.758,1.5719,0.9645,8.978,8.989,4,CRITICAL_FAILURE,1
128.99,111.81,50.03,337.97,118.02,12.74,159.63,0.761,48.49,17.17,1.994,1.5887,0.4333,10.84,7.853,4,CRITICAL_FAILURE,1
64.83,56.06,23.4,385.6,35.51,7.57,63.03,0.959,50.1,8.77,0.685,0.0268,0.3049,0.902,1.169,2,MECHANICAL_FAULT,1
63.3,55.26,24.95,398.46,35.67,0.93,58.17,0.967,49.99,8.03,0.711,-0.0039,0.0165,0.459,1.152,0,NORMAL,0
64.77,58.87,21.79,400.79,45.75,1.45,73.07,0.944,50.0,5.9,0.917,0.0034,0.0012,0.257,0.666,0,NORMAL,0
61.61,55.02,26.87,396.27,35.1,2.15,58.83,0.932,50.08,6.6,0.695,0.0171,0.0159,0.926,0.589,0,NORMAL,0
65.15,58.13,20.95,400.05,33.38,1.92,55.23,0.943,50.03,7.02,0.668,-0.0204,0.0161,0.844,1.347,0,NORMAL,0
60.49,53.48,25.97,401.19,28.58,1.15,50.37,0.954,50.06,7.01,0.573,0.0233,0.0093,1.104,1.726,0,NORMAL,0
72.1,65.76,25.37,400.57,40.69,6.01,76.19,0.958,50.06,6.34,0.815,-0.0013,0.4138,1.895,1.853,2,MECHANICAL_FAULT,1
63.89,59.22,26.02,400.78,40.04,1.97,60.87,0.957,49.97,4.67,0.802,0.0621,0.0171,0.639,1.52,0,NORMAL,0
61.08,55.65,26.71,400.33,31.42,10.8,63.68,0.948,49.94,5.42,0.629,0.002,0.6425,1.136,2.869,2,MECHANICAL_FAULT,1
60.95,52.8,22.87,390.64,36.35,2.03,62.04,0.951,49.99,8.16,0.71,0.0016,-0.0159,0.847,0.913,0,NORMAL,0
90.05,94.3,33.58,388.65,67.76,3.1,114.77,0.9,49.86,-4.25,1.317,0.5115,0.0542,3.247,3.045,1,THERMAL_OVERLOAD,1
62.54,53.17,26.35,401.98,41.69,1.1,69.78,0.934,50.0,9.37,0.838,0.007,0.0233,0.582,1.902,0,NORMAL,0
64.07,58.33,22.64,395.02,32.85,1.61,56.06,0.933,49.98,5.74,0.649,-0.0381,-0.0034,0.864,0.883,0,NORMAL,0
65.15,60.76,25.59,398.43,41.1,1.57,69.05,0.955,50.0,4.4,0.819,-0.034,-0.0169,0.221,0.909,0,NORMAL,0
66.34,60.12,24.94,396.09,41.94,1.31,72.09,0.971,49.95,6.22,0.831,-0.0226,0.0343,0.243,1.061,0,NORMAL,0
60.86,52.77,27.45,397.3,34.78,0.95,54.75,0.95,50.06,8.1,0.691,-0.0151,0.0231,1.053,0.544,0,NORMAL,0
123.94,106.53,49.67,352.74,94.89,14.26,143.36,0.614,48.47,17.41,1.674,0.9805,0.8628,8.596,8.518,4,CRITICAL_FAILURE,1
64.71,60.22,26.9,404.52,41.46,1.97,69.74,0.949,50.02,4.48,0.839,-0.0139,0.0314,1.04,1.296,0,NORMAL,0
67.92,57.93,25.14,393.18,44.65,1.13,75.11,0.966,50.0,9.99,0.878,-0.0074,-0.0086,0.887,0.941,0,NORMAL,0
63.59,55.7,24.03,398.47,37.32,1.39,58.7,0.953,50.04,7.89,0.744,-0.0248,-0.0404,0.796,1.994,0,NORMAL,0
91.39,92.02,6.1,389.1,41.86,2.67,84.79,0.784,49.95,-0.63,0.814,0.3629,0.1484,3.448,2.356,3,DIELECTRIC_FAULT,1
62.77,58.45,26.42,396.49,46.85,1.14,76.37,0.967,50.16,4.32,0.929,-0.0127,-0.0091,0.661,0.929,0,NORMAL,0
113.97,101.16,30.11,394.31,74.31,2.74,115.53,0.926,49.89,12.81,1.465,0.4331,0.1024,3.222,4.115,1,THERMAL_OVERLOAD,1
66.01,59.58,28.36,401.66,44.5,1.77,77.6,0.98,49.97,6.43,0.894,0.0171,0.0326,0.474,0.619,0,NORMAL,0
61.81,57.05,25.35,399.37,35.87,2.14,63.04,0.972,49.96,4.77,0.716,0.0223,0.0179,1.097,1.629,0,NORMAL,0
88.35,98.46,33.8,391.73,66.74,2.47,103.8,0.94,49.83,-10.11,1.307,0.5223,0.1065,6.305,5.069,1,THERMAL_OVERLOAD,1
60.14,51.96,23.62,402.51,29.07,0.84,46.73,0.961,49.95,8.19,0.585,0.0444,0.0148,0.211,1.727,0,NORMAL,0
65.78,58.06,24.3,399.36,44.95,1.47,74.55,0.952,50.0,7.72,0.898,-0.0244,0.019,0.418,0.884,0,NORMAL,0
65.65,58.1,27.95,393.47,44.15,1.83,74.72,0.937,50.07,7.55,0.868,0.0148,0.0052,0.38,0.856,0,NORMAL,0
65.48,57.52,24.12,400.81,44.45,1.24,72.66,0.935,49.94,7.96,0.891,0.05,0.0439,0.24,0.709,0,NORMAL,0
62.4,58.29,26.53,406.32,33.59,1.94,57.55,0.954,50.02,4.11,0.682,-0.0257,-0.0144,1.118,1.935,0,NORMAL,0
112.21,83.64,29.87,404.64,80.69,3.61,123.1,0.888,50.15,28.57,1.633,0.2988,0.0518,2.833,5.974,1,THERMAL_OVERLOAD,1
66.47,57.59,22.88,395.26,41.03,1.54,68.16,0.964,49.97,8.88,0.811,0.0638,-0.0024,0.565,0.542,0,NORMAL,0
103.01,104.17,30.59,391.75,72.56,3.48,109.7,0.907,50.03,-1.15,1.421,0.2059,0.0758,5.922,5.3,1,THERMAL_OVERLOAD,1
64.9,59.76,28.03,394.77,33.84,1.91,54.94,0.952,50.01,5.14,0.668,-0.0002,-0.0149,0.876,1.821,0,NORMAL,0
60.07,55.23,23.18,403.27,34.85,1.44,59.25,0.969,49.93,4.84,0.703,0.002,-0.0285,0.792,0.57,0,NORMAL,0
106.56,97.74,37.5,395.31,64.9,2.91,95.82,0.892,49.92,8.82,1.283,0.5417,0.0396,4.294,4.997,1,THERMAL_OVERLOAD,1
61.73,57.52,26.53,402.81,31.29,2.15,54.02,0.977,50.05,4.21,0.63,0.0037,0.032,0.404,1.318,0,NORMAL,0
65.6,60.47,24.2,403.63,33.74,6.83,61.68,0.905,50.13,5.13,0.681,-0.0186,0.47,1.663,1.768,2,MECHANICAL_FAULT,1
61.99,53.08,21.95,396.56,35.77,2.08,57.66,0.966,50.09,8.91,0.709,-0.0532,0.0149,1.089,1.896,0,NORMAL,0
68.13,62.16,24.92,398.35,46.64,0.83,76.61,0.964,49.93,5.97,0.929,0.0284,0.0011,0.364,1.706,0,NORMAL,0
57.38,51.21,25.92,399.47,44.01,11.91,81.67,0.939,49.95,6.17,0.879,0.0401,0.547,1.955,1.01,2,MECHANICAL_FAULT,1
59.48,55.32,24.53,401.56,31.31,0.95,50.0,0.93,49.94,4.16,0.629,-0.0312,0.0061,1.192,1.851,0,NORMAL,0
62.49,54.57,24.12,404.19,39.94,1.07,65.89,0.951,49.99,7.92,0.807,0.0045,-0.0067,0.752,0.878,0,NORMAL,0
66.75,60.55,28.62,401.06,42.74,0.86,70.87,0.948,49.93,6.2,0.857,-0.0002,0.0007,0.786,0.86,0,NORMAL,0
63.52,57.22,26.07,399.36,37.68,7.24,72.39,0.909,49.98,6.3,0.752,0.0754,0.6257,1.099,1.592,2,MECHANICAL_FAULT,1
65.03,56.92,24.34,400.54,39.73,1.23,66.92,0.942,49.97,8.11,0.796,0.0885,0.0249,0.557,1.031,0,NORMAL,0
62.15,57.37,27.88,398.45,34.71,1.1,56.09,0.963,50.06,4.78,0.691,-0.0113,0.0252,0.551,0.751,0,NORMAL,0
69.28,63.26,21.32,397.05,42.44,1.14,69.75,0.934,50.02,6.02,0.843,0.0299,0.0053,0.281,1.87,0,NORMAL,0
63.92,55.7,23.37,391.91,45.01,5.41,78.86,0.928,50.04,8.22,0.882,0.0019,0.3393,1.637,1.716,2,MECHANICAL_FAULT,1
66.43,58.29,27.23,400.51,39.44,1.97,67.02,0.959,50.02,8.14,0.79,0.0201,0.0042,1.13,1.496,0,NORMAL,0
76.38,83.7,55.79,409.95,40.69,3.47,69.31,0.796,49.93,-7.31,0.834,0.1203,-0.025,1.979,3.181,3,DIELECTRIC_FAULT,1
61.63,54.39,25.17,396.85,30.26,1.62,51.05,0.934,49.99,7.24,0.6,0.0048,0.0235,1.122,1.875,0,NORMAL,0
66.42,61.21,24.07,407.84,38.91,1.47,65.57,0.957,49.99,5.21,0.794,0.0076,0.0094,0.733,1.805,0,NORMAL,0
62.54,54.07,27.84,401.11,36.78,1.09,59.34,0.931,50.06,8.47,0.738,0.0087,0.037,0.622,1.271,0,NORMAL,0
94.69,97.79,33.87,395.32,68.82,3.67,109.79,0.916,50.0,-3.1,1.36,0.7171,-0.0488,4.361,4.998,1,THERMAL_OVERLOAD,1
66.66,60.73,27.21,397.05,46.75,1.83,74.95,0.964,49.97,5.93,0.928,0.017,-0.025,0.262,0.622,0,NORMAL,0
61.9,53.84,28.33,398.19,30.74,1.76,49.16,0.959,50.08,8.06,0.612,-0.0497,-0.0105,0.969,0.839,0,NORMAL,0
63.35,54.49,21.8,402.11,34.72,0.83,58.08,0.958,49.98,8.86,0.698,0.0163,0.0028,0.717,1.945,0,NORMAL,0
107.77,96.88,27.57,396.94,73.88,2.31,114.59,0.935,50.04,10.88,1.466,0.2665,-0.0038,4.382,5.086,1,THERMAL_OVERLOAD,1
64.11,57.47,24.46,403.04,37.01,11.62,65.63,0.938,50.02,6.64,0.746,-0.0072,0.4311,1.7,1.87,2,MECHANICAL_FAULT,1
64.09,54.67,27.8,396.8,46.94,0.86,75.31,0.952,50.04,9.43,0.931,0.0177,-0.0068,0.344,0.628,0,NORMAL,0
62.31,56.91,24.18,397.65,29.63,1.94,45.25,0.959,49.97,5.4,0.589,-0.022,0.0219,0.616,0.887,0,NORMAL,0
64.22,56.59,24.44,409.0,42.17,1.19,71.41,0.943,50.06,7.63,0.862,-0.0705,0.0335,0.64,0.637,0,NORMAL,0
125.86,117.96,63.55,354.63,90.8,11.1,126.23,0.657,48.64,7.9,1.61,1.5985,0.404,8.742,6.178,4,CRITICAL_FAILURE,1
85.75,84.26,46.28,400.94,41.45,1.85,85.88,0.824,49.78,1.48,0.831,0.3838,0.0642,3.661,2.171,3,DIELECTRIC_FAULT,1
105.83,119.09,50.42,342.64,114.46,9.06,133.22,0.751,48.23,-13.26,1.961,1.6318,1.1441,7.843,6.615,4,CRITICAL_FAILURE,1
59.87,51.73,28.47,400.57,33.08,1.28,53.47,0.944,49.93,8.14,0.662,0.0401,0.031,0.737,1.761,0,NORMAL,0
64.71,58.35,27.49,404.0,38.47,1.22,61.46,0.935,50.05,6.36,0.777,0.0093,0.0139,0.848,0.588,0,NORMAL,0
64.83,58.56,24.65,398.37,44.91,1.46,77.34,0.939,50.02,6.27,0.895,0.0346,0.0014,0.504,1.716,0,NORMAL,0
91.33,87.32,24.66,388.55,66.42,3.75,104.66,0.914,49.84,4.01,1.29,0.6858,0.0825,4.884,5.735,1,THERMAL_OVERLOAD,1
61.9,52.97,24.11,397.77,33.31,1.43,61.66,0.959,50.11,8.93,0.662,0.0414,0.0182,0.474,1.331,0,NORMAL,0
58.61,51.67,24.22,397.25,28.52,1.88,45.3,0.962,50.0,6.94,0.566,-0.0078,0.0378,1.108,1.114,0,NORMAL,0
66.86,62.66,20.52,405.55,43.23,2.1,75.11,0.941,50.05,4.2,0.876,0.0215,-0.0074,0.737,0.626,0,NORMAL,0
58.8,50.88,22.13,408.84,29.47,1.82,45.8,0.93,49.96,7.91,0.603,-0.0261,0.0145,0.457,0.531,0,NORMAL,0
61.8,53.94,22.72,400.64,40.23,1.06,67.44,0.978,50.03,7.87,0.806,-0.0479,0.0184,0.221,1.997,0,NORMAL,0
64.26,56.18,28.81,400.61,38.72,1.1,63.71,0.96,50.05,8.08,0.776,-0.0725,-0.0026,1.088,1.744,0,NORMAL,0
66.6,57.62,24.26,399.8,35.14,1.3,57.68,0.952,49.91,8.98,0.702,-0.0381,-0.0178,0.819,0.716,0,NORMAL,0
77.32,83.15,6.16,367.65,33.73,3.15,60.24,0.741,49.49,-5.83,0.62,0.2239,0.0471,2.518,3.712,3,DIELECTRIC_FAULT,1
63.81,56.7,28.72,393.52,40.94,1.65,66.25,0.961,50.06,7.1,0.805,0.0793,-0.0207,0.489,0.738,0,NORMAL,0
63.51,59.46,23.91,400.67,34.24,0.81,55.07,0.968,50.04,4.06,0.686,0.0201,0.0059,0.377,1.523,0,NORMAL,0
65.48,58.97,28.09,400.84,34.57,1.4,57.73,0.933,50.05,6.51,0.693,0.1059,-0.0249,0.451,0.76,0,NORMAL,0
60.94,54.05,25.36,409.28,29.35,1.85,47.43,0.946,49.99,6.89,0.601,0.026,-0.0099,0.272,1.822,0,NORMAL,0
59.46,54.77,25.99,395.64,30.1,0.91,49.33,0.931,50.01,4.69,0.595,-0.025,0.0042,0.233,1.395,0,NORMAL,0
64.81,59.59,26.5,399.61,38.07,1.13,62.5,0.931,49.93,5.22,0.761,0.0432,0.0206,1.029,0.7,0,NORMAL,0
58.04,50.48,29.9,392.23,33.97,9.94,65.72,0.922,50.05,7.56,0.666,0.0197,0.2209,1.007,1.757,2,MECHANICAL_FAULT,1
69.21,63.36,27.32,399.49,44.94,1.65,74.23,0.939,50.2,5.85,0.898,-0.0171,0.041,0.82,0.859,0,NORMAL,0
66.95,57.11,23.73,400.09,47.1,1.48,72.53,0.978,49.98,9.84,0.942,-0.0342,0.038,1.042,0.624,0,NORMAL,0
122.97,119.37,63.69,336.72,91.33,13.39,120.82,0.734,48.91,3.6,1.538,1.6304,1.0499,7.379,7.99,4,CRITICAL_FAILURE,1
